title,magnitude,date_time,cdi,mmi,alert,expected_alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country,year,month,earthquake_intensity_category,alert_color,refined_alert
"M 6.9 - 18 km SSW of Leilani Estates, Hawaii",6.9,4/5/2018 22:32,7.0,8.0,yellow,red,1,1392.0,hv,63.0,0.11,1,mw,5.81,19.3182,-155.0,"Leilani Estates, Hawaii",United States of America,2018,4,Severe,red,red
"M 6.8 - 38 km SE of Boyuibe, Bolivia",0.115384615,4/2/2018 13:40,0.555555556,0.142857143,green,green,0,0.036725664,us,0.0,0.452227134,0,mww,0.832270743,-20.6588,-63.0058,Boyuibe,Bolivia,2018,4,Very Light,green,green
"M 6.9 - 150 km E of Kimbe, Papua New Guinea",6.9,3/29/2018 21:25,9.0,6.0,green,red,1,741.0,us,0.0,1.487,1,mww,35.0,-5.5321,151.5,"Kimbe, Papua New Guinea",Papua New Guinea,2018,3,Severe,red,red
"M 6.7 - 140 km E of Kimbe, Papua New Guinea",6.7,3/26/2018 9:51,5.0,6.0,green,red,1,696.0,us,0.0,1.507,1,mww,40.0,-5.5024,151.402,"Kimbe, Papua New Guinea",Papua New Guinea,2018,3,Moderate,red,red
"M 6.8 - 103 km E of Kokopo, Papua New Guinea",0.115384615,3/8/2018 17:39,0.666666667,0.571428571,green,red,1,0.030530973,us,0.0,0.08917035,1,mww,0.027992379,-4.3762,153.2,Kokopo,Papua New Guinea,2018,3,Very Light,red,red
"M 6.7 - 62 km SW of Tari, Papua New Guinea",0.076923077,3/6/2018 14:13,0.888888889,0.714285714,green,red,1,0.02079646,us,0.0,0.463872832,1,mww,0.024437077,-6.3043,142.612,Tari,Papua New Guinea,2018,3,Very Light,red,red
"M 7.5 - 32 km SW of Tari, Papua New Guinea",7.5,2/25/2018 17:44,9.0,8.0,yellow,red,1,943.0,us,0.0,5.48,1,mww,25.21,-6.0699,142.754,"Tari, Papua New Guinea",Papua New Guinea,2018,2,Severe,red,red
"M 7.2 - 4 km S of Pinotepa de Don Luis, Mexico",7.2,2/16/2018 23:39,7.0,7.0,yellow,red,1,1384.0,us,0.0,0.142,1,mww,22.0,16.3855,-97.9787,"Pinotepa de Don Luis, Mexico",Mexico,2018,2,Severe,red,red
"M 6.8 - 38 km SE of Boyuibe, Bolivia",6.8,2/4/2018 13:40,5.0,3.0,green,green,0,733.0,us,0.0,5.32,0,mww,559.0,-20.6588,-63.0058,"Boyuibe, Bolivia",Bolivia,2018,2,Moderate,green,green
"M 7.9 - 261 km SE of Chiniak, Alaska",7.9,1/23/2018 9:31,9.0,4.0,green,red,1,1870.0,us,0.0,2.585,1,mww,14.06,56.0039,-149.166,"Chiniak, Alaska",Indonesia,2018,1,Severe,red,red
"M 7.1 - 37 km W of Atiquipa, Peru",7.1,1/14/2018 9:18,9.0,7.0,green,red,1,1075.0,us,0.0,4.29,1,mww,39.0,-15.7675,-74.7092,"Atiquipa, Peru",Peru,2018,1,Severe,red,red
"M 7.5 - 203 km NNE of Barra Patuca, Honduras",0.384615385,1/10/2018 2:51,0.888888889,0.428571429,green,red,1,0.430530973,us,0.0,0.389408365,1,mww,0.022201887,17.4825,-83.52,Barra Patuca,Honduras,2018,1,Very Light,red,red
"M 6.5 - 12 km SSW of Kawalu, Indonesia",6.5,12/15/2017 16:47,8.0,7.0,green,green,0,998.0,us,0.0,2.365,0,mww,90.0,-7.4921,108.174,"Kawalu, Indonesia",Indonesia,2017,12,Severe,green,green
M 6.5 - Bouvet Island region,6.5,12/13/2017 18:03,1.0,5.0,green,red,1,651.0,us,0.0,17.654,1,mww,17.0,-54.2189,2.1628,Bouvet Island region,Indonesia,2017,12,Moderate,red,red
"M 7.3 - 29 km S of Halabja, Iraq",7.3,12/11/2017 18:18,8.0,9.0,red,red,0,2790.0,us,0.0,0.284,0,mww,19.0,34.9109,45.9592,"Halabja, Iraq",Iran,2017,12,Severe,red,red
"M 7.0 - 85 km ENE of Tadine, New Caledonia",7.0,11/19/2017 22:43,4.0,6.0,green,red,1,771.0,us,0.0,0.617,1,mww,10.0,-21.3246,168.671,"Tadine, New Caledonia",Indonesia,2017,11,Moderate,red,red
"M 6.6 - 74 km E of Tadine, New Caledonia",6.6,11/19/2017 15:09,4.0,5.0,green,red,1,676.0,us,0.0,0.529,1,mww,13.0,-21.5027,168.598,"Tadine, New Caledonia",Indonesia,2017,11,Moderate,red,red
"M 6.5 - 18 km W of Parrita, Costa Rica",6.5,11/13/2017 2:28,8.0,8.0,yellow,red,1,1153.0,us,0.0,0.225,1,mww,19.36,9.5147,-84.4865,"Parrita, Costa Rica",Costa Rica,2017,11,Severe,red,red
"M 7.3 - 29 km S of Halabja, Iraq",0.307692308,11/12/2017 18:18,0.888888889,1.0,red,green,0,0.946902655,us,0.0,0.024141448,1,mww,0.022201887,34.9109,45.9592,Halabja,Iraq,2017,11,Very Light,green,green
"M 6.5 - 67 km WSW of Angoram, Papua New Guinea",0.0,11/7/2017 21:26,0.666666667,0.428571429,green,red,1,0.004867257,us,0.0,0.378187691,1,mww,0.159568563,-4.2433,143.485,Angoram,Papua New Guinea,2017,11,Very Light,red,red
"M 6.6 - Auckland Islands, New Zealand region",6.6,11/7/2017 7:00,5.0,4.0,green,red,1,704.0,us,0.0,3.773,1,mww,10.0,-49.4837,164.016,"Auckland Islands, New Zealand region",Indonesia,2017,11,Moderate,red,red
"M 6.8 - 97 km NE of Hihifo, Tonga",0.115384615,11/4/2017 9:00,0.555555556,0.428571429,green,red,1,0.034070796,us,0.0,0.412444747,1,mww,0.00870074,-15.3197,-173.168,Hihifo,Tonga,2017,11,Very Light,red,red
"M 6.6 - 101 km E of Tadine, New Caledonia",0.038461538,11/1/2017 2:23,0.333333333,0.428571429,green,red,1,0.010619469,us,0.0,0.066984019,1,mww,0.02670227,-21.6484,168.859,"Tadine, Maré Island",New Caledonia,2017,11,Very Light,red,red
"M 6.7 - 132 km E of Tadine, New Caledonia",6.7,10/31/2017 0:42,3.0,4.0,green,red,1,691.0,us,0.0,1.062,1,mww,24.0,-21.6971,169.148,"Tadine, New Caledonia",Indonesia,2017,10,Light,red,red
"M 6.7 - 181 km NNE of Maumere, Indonesia",6.7,10/24/2017 10:47,3.0,3.0,green,green,0,694.0,us,0.0,1.634,0,mww,553.81,-7.2168,123.074,"Maumere, Indonesia",Indonesia,2017,10,Light,green,green
"M 6.5 - 247 km ESE of Attu Station, Alaska",0.0,10/8/2017 22:34,0.333333333,0.428571429,green,red,1,0.000442478,us,0.0,0.098095886,1,mww,0.172214638,52.3909,176.769,"Attu Station, Alaska",USA,2017,10,Very Light,red,red
M 6.5 - South Sandwich Islands region,6.5,10/5/2017 23:23,0.0,4.0,green,red,1,650.0,us,0.0,6.489,1,mww,15.0,-56.414,-25.7432,South Sandwich Islands region,Indonesia,2017,10,Light,red,red
"M 6.5 - 11 km N of Mabua, Philippines",6.5,10/2/2017 14:03,8.0,7.0,yellow,red,1,718.0,us,0.0,2.822,1,mww,15.0,9.9071,125.452,"Mabua, Philippines",Philippines,2017,10,Severe,red,red
"M 7.3 - 189 km SSE of Tabiauan, Philippines",7.3,10/1/2017 6:13,6.0,3.0,green,red,1,849.0,us,0.0,3.813,1,mww,627.17,4.4782,122.617,"Tabiauan, Philippines",Indonesia,2017,10,Moderate,red,red
"M 7.1 - 1 km S of Matzaco, Mexico",7.1,9/19/2017 18:14,9.0,8.0,green,green,0,1686.0,us,0.0,0.984,0,mww,48.0,18.5499,-98.4887,"Matzaco, Mexico",Mexico,2017,9,Severe,green,green
"M 8.2 - near the coast of Chiapas, Mexico",0.653846154,9/8/2017 4:49,1.0,0.714285714,red,red,1,1.0,us,0.0,0.080244815,0,mww,0.064790507,15.0222,-93.8993,Chiapas,Mexico,2017,9,Very Light,red,red
"M 6.8 - 59 km NNE of Port-Olry, Vanuatu",6.8,9/5/2017 13:52,6.0,5.0,green,red,1,713.0,us,0.0,7.495,1,mww,169.0,-14.5884,167.377,"Port-Olry, Vanuatu",Vanuatu,2017,9,Moderate,red,red
"M 6.5 - 247 km ESE of Attu Station, Alaska",6.5,8/10/2017 22:34,3.0,5.0,green,red,1,651.0,us,0.0,1.154,1,mww,119.0,52.3909,176.769,"Attu Station, Alaska",Indonesia,2017,8,Moderate,red,red
"M 8.2 - near the coast of Chiapas, Mexico",8.2,8/9/2017 4:49,9.0,7.0,red,red,1,2910.0,us,0.0,0.944,0,mww,47.39,15.0222,-93.8993,"Chiapas, Mexico",Indonesia,2017,8,Severe,red,red
"M 6.5 - 168 km SW of Mawu, China",6.5,8/8/2017 13:19,5.0,7.0,yellow,green,0,707.0,us,0.0,11.411,1,mww,9.0,33.1926,103.855,"Mawu, China",People's Republic of China,2017,8,Severe,green,green
"M 6.5 - 168 km SW of Mawu, China",0.0,8/8/2017 13:19,0.555555556,0.714285714,yellow,green,0,0.025221239,us,0.0,0.9699932,1,mww,0.007200612,33.1926,103.855,Mawu,China,2017,8,Very Light,green,green
"M 6.6 - 11 km ENE of Kos, Greece",6.6,7/20/2017 22:31,7.0,7.0,yellow,green,0,1064.0,us,0.0,0.913,1,mww,7.0,36.9293,27.4139,"Kos, Greece",Turkey,2017,7,Severe,green,green
"M 7.7 - Komandorskiye Ostrova, Russia region",7.7,7/17/2017 23:34,8.0,7.0,green,red,1,918.0,us,0.0,3.564,1,mww,10.0,54.4434,168.857,"Komandorskiye Ostrova, Russia region",Indonesia,2017,7,Severe,red,red
"M 6.5 - 67 km WSW of Angoram, Papua New Guinea",6.5,7/11/2017 21:26,6.0,5.0,green,red,1,661.0,us,0.0,4.449,1,mww,110.57,-4.2433,143.485,"Angoram, Papua New Guinea",Papua New Guinea,2017,7,Moderate,red,red
"M 6.6 - Auckland Islands, New Zealand region",0.038461538,7/11/2017 7:00,0.555555556,0.285714286,green,red,1,0.023893805,us,0.0,0.320724243,1,mww,0.00870074,-49.4837,164.016,Auckland Islands,New Zealand,2017,7,Very Light,red,red
"M 6.5 - 2 km S of Lim-oo, Philippines",0.0,7/6/2017 8:03,1.0,0.857142857,yellow,red,1,0.039823009,us,0.0,0.35183611,1,mww,0.007200612,11.1269,124.629,Lim-oo,Philippines,2017,7,Very Light,red,red
"M 6.8 - 28 km SW of Puerto San José, Guatemala",6.8,6/22/2017 12:31,6.0,6.0,yellow,red,1,1034.0,us,0.0,1.065,1,mww,38.12,13.7174,-90.9718,"Puerto San José, Guatemala",Indonesia,2017,6,Moderate,red,red
"M 6.9 - 2 km SSW of San Pablo, Guatemala",6.9,6/14/2017 7:29,8.0,6.0,yellow,red,1,1188.0,us,0.0,0.247,1,mww,93.0,14.9091,-92.0092,"San Pablo, Guatemala",Guatemala,2017,6,Severe,red,red
"M 6.5 - 2 km S of Lim-oo, Philippines",6.5,6/7/2017 8:03,9.0,8.0,yellow,red,1,740.0,us,0.0,4.139,1,mww,9.0,11.1269,124.629,"Lim-oo, Philippines",Philippines,2017,6,Severe,red,red
"M 6.8 - 200 km NW of Attu Station, Alaska",0.115384615,6/2/2017 22:24,0.0,0.285714286,green,red,1,0.02699115,us,0.0,0.196191772,1,mww,0.001200102,54.0312,170.92,"Attu Station, Alaska",USA,2017,6,Very Light,red,red
"M 6.6 - 37 km WNW of Poso, Indonesia",6.6,5/29/2017 14:35,7.0,7.0,green,green,0,678.0,us,0.0,2.353,0,mww,12.0,-1.2923,120.431,"Poso, Indonesia",Indonesia,2017,5,Severe,green,green
M 6.5 - South Sandwich Islands region,0.0,5/10/2017 23:23,0.0,0.285714286,green,red,1,0.0,us,0.0,0.551598096,1,mww,0.016201377,-56.414,-25.7432,South Sandwich Islands region,British Overseas Territory,2017,5,Very Light,red,red
"M 6.8 - 59 km NNE of Port-Olry, Vanuatu",0.115384615,5/9/2017 13:52,0.666666667,0.428571429,green,red,1,0.027876106,us,0.0,0.637113227,1,mww,0.247221014,-14.5884,167.377,Port-Olry,Vanuatu,2017,5,Very Light,red,red
"M 6.9 - 31 km SW of Burias, Philippines",6.9,4/28/2017 20:23,9.0,6.0,green,red,1,814.0,us,0.0,1.636,1,mww,26.0,5.5043,125.066,"Burias, Philippines",Philippines,2017,4,Severe,red,red
"M 6.9 - 40 km W of Valparaíso, Chile",6.9,4/24/2017 21:38,9.0,7.0,yellow,red,1,1642.0,us,0.0,0.356,1,mww,28.0,-33.0375,-72.0617,"Valparaíso, Chile",Indonesia,2017,4,Severe,red,red
"M 6.8 - 97 km NE of Hihifo, Tonga",6.8,4/11/2017 9:00,5.0,5.0,green,red,1,727.0,us,0.0,4.852,1,mww,10.0,-15.3197,-173.168,"Hihifo, Tonga",Indonesia,2017,4,Moderate,red,red
"M 6.5 - 132 km WSW of Moijabana, Botswana",0.0,4/3/2017 17:40,0.777777778,0.857142857,green,green,0,0.286283186,us,0.0,0.200612037,0,mww,0.037203162,-22.6784,25.1558,Moijabana,Botswana,2017,4,Very Light,green,green
"M 6.6 - 81 km NNE of Ust’-Kamchatsk Staryy, Russia",6.6,3/29/2017 4:09,6.0,7.0,yellow,red,1,671.0,us,0.0,4.591,1,mww,17.0,56.9401,162.786,"Ust’-Kamchatsk Staryy, Russia",Russia,2017,3,Severe,red,red
"M 6.5 - 132 km WSW of Moijabana, Botswana",6.5,3/4/2017 17:40,7.0,8.0,green,red,0,1297.0,us,0.0,2.36,1,mww,29.0,-22.6784,25.1558,"Moijabana, Botswana",Botswana,2017,3,Severe,red,red
"M 6.9 - 225 km SW of Nadi, Fiji",6.9,3/1/2017 21:52,6.0,4.0,green,red,1,742.0,us,0.0,2.495,1,mww,12.0,-19.3733,176.052,"Nadi, Fiji",Indonesia,2017,3,Moderate,red,red
M 6.9 - south of the Fiji Islands,6.9,2/24/2017 17:28,2.0,3.0,green,red,1,733.0,us,0.0,6.012,1,mww,414.5,-23.2593,-178.804,the Fiji Islands,Indonesia,2017,2,Light,red,red
"M 6.5 - 41 km E of Padilla, Bolivia",6.5,2/21/2017 14:09,3.0,3.0,green,green,0,653.0,us,0.0,4.242,0,mww,595.98,-19.2814,-63.9047,"Padilla, Bolivia",Bolivia,2017,2,Light,green,green
"M 6.5 - 11 km N of Mabua, Philippines",0.0,2/10/2017 14:03,0.888888889,0.714285714,yellow,red,1,0.030088496,us,0.0,0.239884393,1,mww,0.016201377,9.9071,125.452,Mabua,Philippines,2017,2,Very Light,red,red
"M 6.8 - 200 km NW of Attu Station, Alaska",6.8,2/6/2017 22:24,0.0,4.0,green,red,1,711.0,us,0.0,2.308,1,mww,5.0,54.0312,170.92,"Attu Station, Alaska",Indonesia,2017,2,Light,red,red
"M 7.9 - 35 km WNW of Panguna, Papua New Guinea",7.9,1/22/2017 4:30,9.0,7.0,yellow,red,1,987.0,us,0.0,3.625,1,mww,135.0,-6.2464,155.172,"Panguna, Papua New Guinea",Papua New Guinea,2017,1,Severe,red,red
"M 6.5 - 65 km W of Kirakira, Solomon Islands",6.5,1/19/2017 23:04,6.0,6.0,green,red,1,654.0,us,0.0,1.64,1,mww,36.0,-10.3506,161.335,"Kirakira, Solomon Islands",Solomon Islands,2017,1,Moderate,red,red
"M 6.6 - 101 km E of Tadine, New Caledonia",6.6,1/11/2017 2:23,3.0,5.0,green,red,1,674.0,us,0.0,0.788,1,mww,22.0,-21.6484,168.859,"Tadine, New Caledonia",Indonesia,2017,1,Moderate,red,red
"M 7.3 - 189 km SSE of Tabiauan, Philippines",0.307692308,1/10/2017 6:13,0.666666667,0.142857143,green,red,1,0.088053097,us,0.0,0.324124447,1,mww,0.934534435,4.4782,122.617,Tabiauan,Philippines,2017,1,Very Light,red,red
"M 6.9 - 225 km SW of Nadi, Fiji",0.153846154,1/3/2017 21:52,0.666666667,0.285714286,green,red,1,0.040707965,us,0.0,0.212087725,1,mww,0.011700995,-19.3733,176.052,Nadi,Fiji,2017,1,Very Light,red,red
"M 7.6 - 41 km SW of Quellón, Chile",7.6,12/25/2016 14:22,9.0,8.0,yellow,red,1,1152.0,us,0.0,0.355,1,mww,38.0,-43.4064,-73.9413,"Quellón, Chile",Chile,2016,12,Severe,red,red
"M 6.7 - 151 km NE of Lospalos, Timor Leste",6.7,12/21/2016 0:17,5.0,5.0,green,green,0,726.0,us,0.0,3.38,0,mww,152.0,-7.5082,127.921,"Lospalos, Timor Leste",Indonesia,2016,12,Moderate,green,green
"M 7.9 - 140 km E of Kokopo, Papua New Guinea",7.9,12/17/2016 10:51,9.0,7.0,yellow,red,1,972.0,us,0.0,1.389,1,mww,94.54,-4.5049,153.522,"Kokopo, Papua New Guinea",Papua New Guinea,2016,12,Severe,red,red
"M 6.9 - 92 km WSW of Kirakira, Solomon Islands",0.153846154,12/9/2016 19:10,0.888888889,0.571428571,green,red,1,0.038495575,us,0.0,0.14850391,1,mww,0.02329698,-10.749,161.132,Kirakira,Solomon Islands,2016,12,Very Light,red,red
"M 6.5 - 79 km WSW of Kirakira, Solomon Islands",0.0,12/8/2016 21:56,0.0,0.428571429,green,green,0,0.0,us,0.0,0.164654879,0,mww,0.012091028,-10.8416,161.314,Kirakira,Solomon Islands,2016,12,Very Light,green,green
"M 7.8 - 69 km WSW of Kirakira, Solomon Islands",0.5,12/8/2016 17:38,1.0,0.857142857,green,red,1,0.137610619,us,0.0,0.156069364,1,mww,0.053704565,-10.6812,161.327,Kirakira,Solomon Islands,2016,12,Very Light,red,red
"M 6.6 - 164 km W of Ferndale, California",0.038461538,12/8/2016 14:49,0.555555556,0.285714286,green,red,1,0.207964602,us,0.0,0.119432166,1,mww,0.006375542,40.4535,-126.194,"Ferndale, Washington",USA,2016,12,Very Light,red,red
M 7.2 - southeast of the Loyalty Islands,7.2,12/8/2016 1:26,6.0,5.0,green,red,1,799.0,us,0.0,4.823,1,mww,16.37,-22.4765,173.117,the Loyalty Islands,Indonesia,2016,12,Moderate,red,red
"M 6.5 - 14 km WNW of Reuleuet, Indonesia",0.0,12/6/2016 22:03,1.0,0.857142857,yellow,green,0,0.035840708,us,0.0,0.066133968,1,mww,0.013201122,5.2834,96.1678,Reuleuet,Indonesia,2016,12,Very Light,green,green
"M 6.6 - 122 km N of Murghob, Tajikistan",6.6,11/25/2016 14:24,8.0,7.0,green,red,0,693.0,us,0.0,1.697,1,mww,17.0,39.2732,73.9776,"Murghob, Tajikistan",People's Republic of China,2016,11,Severe,red,red
"M 6.9 - 156 km SSW of Puerto El Triunfo, El Salvador",6.9,11/24/2016 18:43,5.0,4.0,green,red,1,855.0,us,0.0,1.796,1,mww,10.0,11.9097,-88.8968,"Puerto El Triunfo, El Salvador",Indonesia,2016,11,Moderate,red,red
"M 6.9 - 35 km ESE of Namie, Japan",6.9,11/21/2016 20:59,9.0,6.0,green,red,1,1144.0,us,0.0,0.671,1,mww,9.0,37.3931,141.387,"Namie, Japan",Indonesia,2016,11,Severe,red,red
"M 6.5 - 74 km NE of Amberley, New Zealand",6.5,11/14/2016 0:34,7.0,7.0,yellow,red,1,664.0,us,0.0,0.283,1,mww,9.0,-42.6058,173.254,"Amberley, New Zealand",New Zealand,2016,11,Severe,red,red
"M 6.5 - 92 km SSW of Blenheim, New Zealand",6.5,11/13/2016 11:32,6.0,7.0,yellow,red,1,656.0,us,0.0,0.135,1,mww,10.0,-42.3205,173.669,"Blenheim, New Zealand",New Zealand,2016,11,Severe,red,red
"M 7.8 - 53 km NNE of Amberley, New Zealand",7.8,11/13/2016 11:02,9.0,9.0,orange,red,1,1545.0,us,0.0,0.481,1,mww,15.11,-42.7373,173.054,"Amberley, New Zealand",New Zealand,2016,11,Severe,red,red
"M 6.5 - 227 km SE of Sarangani, Philippines",6.5,11/1/2016 16:38,3.0,6.0,green,red,1,651.0,us,0.0,3.144,1,mww,13.0,3.8965,126.862,"Sarangani, Philippines",Indonesia,2016,11,Moderate,red,red
"M 6.6 - 5 km ESE of Preci, Italy",6.6,10/30/2016 6:40,9.0,8.0,red,red,0,2840.0,us,0.0,0.174,0,mww,8.0,42.8621,13.0961,"Preci, Italy",Italy,2016,10,Severe,red,red
"M 6.6 - 161 km NNE of Pamanukan, Indonesia",6.6,10/19/2016 0:26,3.0,3.0,green,green,0,677.0,us,0.0,2.022,0,mww,614.0,-4.8626,108.163,"Pamanukan, Indonesia",Indonesia,2016,10,Light,green,green
"M 6.8 - 76 km WNW of Kandrian, Papua New Guinea",6.8,10/17/2016 6:14,3.0,6.0,green,red,1,716.0,us,0.0,3.727,1,mww,42.0,-6.0033,148.887,"Kandrian, Papua New Guinea",Papua New Guinea,2016,10,Moderate,red,red
"M 6.6 - 42 km WSW of Ishkashim, Afghanistan",6.6,10/4/2016 10:28,6.0,4.0,green,green,0,738.0,us,0.0,0.789,0,mww,212.0,36.4725,71.1311,"Ishkashim, Afghanistan",Afghanistan,2016,10,Moderate,green,green
M 6.9 - Fiji region,6.9,9/24/2016 21:28,2.0,3.0,green,red,1,733.0,us,0.0,4.051,1,mww,596.4,-19.7819,-178.244,Fiji region,Fiji,2016,9,Light,red,red
"M 6.9 - 92 km WSW of Kirakira, Solomon Islands",6.9,9/12/2016 19:10,8.0,6.0,green,red,1,737.0,us,0.0,1.747,1,mww,19.73,-10.749,161.132,"Kirakira, Solomon Islands",Indonesia,2016,9,Severe,red,red
"M 7.0 - 175 km NE of Gisborne, New Zealand",0.192307692,9/1/2016 16:37,0.555555556,0.571428571,green,red,1,0.109292035,us,0.0,0.05933356,1,mww,0.022201887,-37.3586,179.146,Gisborne,New Zealand,2016,9,Very Light,red,red
"M 6.8 - 90 km NE of Rabaul, Papua New Guinea",6.8,8/31/2016 3:11,4.0,3.0,green,red,1,713.0,us,0.0,0.803,1,mww,476.0,-3.6849,152.792,"Rabaul, Papua New Guinea",Papua New Guinea,2016,8,Light,red,red
"M 6.8 - 26 km W of Chauk, Myanmar",6.8,8/24/2016 10:34,6.0,6.0,yellow,green,0,981.0,us,0.0,1.802,1,mww,82.0,20.9228,94.569,"Chauk, Myanmar",Myanmar,2016,8,Moderate,green,green
"M 6.5 - 79 km WSW of Kirakira, Solomon Islands",6.5,8/12/2016 21:56,0.0,5.0,green,green,0,650.0,us,0.0,1.937,0,mww,12.26,-10.8416,161.314,"Kirakira, Solomon Islands",Indonesia,2016,8,Moderate,green,green
"M 7.8 - 69 km WSW of Kirakira, Solomon Islands",7.8,8/12/2016 17:38,9.0,8.0,green,red,1,961.0,us,0.0,1.836,1,mww,40.0,-10.6812,161.327,"Kirakira, Solomon Islands",Solomon Islands,2016,8,Severe,red,red
"M 6.6 - 164 km W of Ferndale, California",6.6,8/12/2016 14:49,5.0,4.0,green,red,1,1120.0,us,0.0,1.405,1,mww,8.45,40.4535,-126.194,"Ferndale, California",Indonesia,2016,8,Moderate,red,red
M 7.2 - southeast of the Loyalty Islands,0.269230769,8/12/2016 1:26,0.666666667,0.428571429,green,red,1,0.065929204,us,0.0,0.409979599,1,mww,0.018256552,-22.4765,173.117,the Loyalty Islands,New Caledonia,2016,8,Very Light,red,red
"M 7.7 - Pagan region, Northern Mariana Islands",7.7,7/29/2016 21:18,5.0,6.0,green,red,1,971.0,us,0.0,3.294,1,mww,196.0,18.5429,145.507,"Pagan region, Northern Mariana Islands",Indonesia,2016,7,Moderate,red,red
"M 6.7 - 104 km W of Sola, Vanuatu",6.7,7/4/2016 3:32,7.0,5.0,green,red,1,692.0,us,0.0,6.787,1,mww,27.59,-13.9805,166.594,"Sola, Vanuatu",Vanuatu,2016,7,Severe,red,red
"M 6.5 - 14 km WNW of Reuleuet, Indonesia",6.5,6/12/2016 22:03,9.0,8.0,yellow,red,0,731.0,us,0.0,0.778,1,mww,13.0,5.2834,96.1678,"Reuleuet, Indonesia",Indonesia,2016,6,Severe,red,red
"M 6.7 - 102 km WSW of Sola, Vanuatu",6.7,6/4/2016 6:58,7.0,6.0,green,red,1,691.0,us,0.0,6.697,1,mww,24.0,-14.0683,166.624,"Sola, Vanuatu",Vanuatu,2016,6,Severe,red,red
"M 6.6 - 80 km W of Sungai Penuh, Indonesia",0.038461538,6/1/2016 22:56,0.444444444,0.571428571,green,green,0,0.009292035,us,0.0,0.206987419,0,mww,0.06870584,-2.0967,100.665,Sungai Penuh,Indonesia,2016,6,Very Light,green,green
M 7.2 - South Sandwich Islands region,7.2,5/28/2016 9:46,1.0,6.0,green,red,1,798.0,us,0.0,5.803,1,mww,78.0,-56.2409,-26.9353,South Sandwich Islands region,Indonesia,2016,5,Moderate,red,red
M 6.9 - ,6.9,5/28/2016 5:38,3.0,3.0,green,red,1,733.0,us,0.0,5.485,1,mww,405.69,-21.9724,-178.204,"Kokopo, Papua New Guinea",Indonesia,2016,5,Light,red,red
"M 6.9 - 24 km NW of Rosa Zarate, Ecuador",6.9,5/18/2016 16:46,8.0,7.0,green,red,1,780.0,us,0.0,1.192,1,mww,29.95,0.4947,-79.616,"Rosa Zarate, Ecuador",Ecuador,2016,5,Severe,red,red
"M 6.7 - 32 km SE of Muisne, Ecuador",6.7,5/18/2016 7:57,5.0,7.0,green,red,1,744.0,us,0.0,1.352,1,mww,16.0,0.4261,-79.7899,"Muisne, Ecuador",Ecuador,2016,5,Severe,red,red
"M 7.0 - 3 km NW of Norsup, Vanuatu",7.0,4/28/2016 19:33,7.0,7.0,green,red,1,755.0,us,0.0,0.616,1,mww,24.0,-16.0429,167.379,"Norsup, Vanuatu",Vanuatu,2016,4,Severe,red,red
"M 7.8 - 27 km SSE of Muisne, Ecuador",7.8,4/16/2016 23:58,9.0,9.0,orange,red,1,1163.0,us,0.0,1.44,1,mww,20.59,0.3819,-79.9218,"Muisne, Ecuador",Ecuador,2016,4,Severe,red,red
"M 7.0 - 6 km ESE of Kumamoto, Japan",7.0,4/15/2016 16:25,9.0,9.0,red,red,1,2074.0,us,0.0,0.349,0,mww,10.0,32.7906,130.754,"Kumamoto, Japan",Japan,2016,4,Severe,red,red
"M 6.9 - 76 km SE of Mawlaik, Myanmar",6.9,4/13/2016 13:55,6.0,6.0,yellow,green,0,903.0,us,0.0,3.001,1,mww,136.0,23.0944,94.8654,"Mawlaik, Myanmar",Myanmar,2016,4,Moderate,green,green
"M 6.6 - 42 km WSW of Ishkashim, Afghanistan",0.038461538,4/10/2016 10:28,0.666666667,0.285714286,green,green,0,0.038938053,us,0.0,0.067069024,0,mww,0.311726497,36.4725,71.1311,Ishkashim,Afghanistan,2016,4,Very Light,green,green
"M 6.7 - 104 km W of Sola, Vanuatu",0.076923077,4/7/2016 3:32,0.777777778,0.428571429,green,red,1,0.018584071,us,0.0,0.576929616,1,mww,0.035087982,-13.9805,166.594,Sola,Vanuatu,2016,4,Very Light,red,red
"M 6.7 - 102 km WSW of Sola, Vanuatu",0.076923077,4/6/2016 6:58,0.777777778,0.571428571,green,red,1,0.018141593,us,0.0,0.569279157,1,mww,0.029702525,-14.0683,166.624,Sola,Vanuatu,2016,4,Very Light,red,red
"M 6.9 - 82 km NNW of Port-Olry, Vanuatu",0.153846154,4/3/2016 8:23,0.777777778,0.571428571,green,red,1,0.037168142,us,0.0,0.099115947,1,mww,0.03270278,-14.3235,166.855,Port-Olry,Vanuatu,2016,4,Very Light,red,red
"M 6.9 - 82 km NNW of Port-Olry, Vanuatu",6.9,3/4/2016 8:23,7.0,6.0,green,red,1,734.0,us,0.0,1.166,1,mww,26.0,-14.3235,166.855,"Port-Olry, Vanuatu",Vanuatu,2016,3,Severe,red,red
"M 7.8 - southwest of Sumatra, Indonesia",0.5,3/2/2016 12:49,0.444444444,0.142857143,green,green,0,0.131858407,us,0.0,0.595800748,0,mww,0.029702525,-4.9521,94.3299,Sumatra,Indonesia,2016,3,Very Light,green,green
"M 6.7 - 29 km W of Imphal, Manipur",6.7,3/1/2016 23:05,8.0,7.0,orange,green,0,1515.0,us,0.0,1.794,1,mww,55.0,24.8036,93.6505,"Imphal, Manipur",India,2016,3,Severe,green,green
